Match_id,Team 1,Team 2,Winners_inng,Venue,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Year
954,Pakistan,Sri Lanka,1,Centurion,"Dec 4, 1994",Pakistan,South Africa,Neutral,Neutral,First,Second,1994
955,Australia,England,1,Sydney,"Dec 6, 1994",Australia,Australia,Home,Away,First,Second,1994
956,South Africa,New Zealand,1,Cape Town,"Dec 6, 1994",South Africa,South Africa,Home,Away,First,Second,1994
957,Australia,Zimbabwe,1,Hobart,"Dec 8, 1994",Australia,Australia,Home,Away,First,Second,1994
959,South Africa,Pakistan,2,Johannesburg,"Dec 10, 1994",South Africa,South Africa,Home,Away,Second,First,1994
960,South Africa,New Zealand,1,Centurion,"Dec 11, 1994",South Africa,South Africa,Home,Away,First,Second,1994
961,New Zealand,Pakistan,2,Port Elizabeth,"Dec 13, 1994",Pakistan,South Africa,Neutral,Neutral,First,Second,1994
962,England,Zimbabwe,1,Sydney,"Dec 15, 1994",Zimbabwe,Australia,Neutral,Neutral,Second,First,1994
963,South Africa,Sri Lanka,1,Bloemfontein,"Dec 15, 1994",Sri Lanka,South Africa,Home,Away,Second,First,1994
964,South Africa,Pakistan,2,Durban,"Dec 17, 1994",Pakistan,South Africa,Home,Away,First,Second,1994
965,New Zealand,Sri Lanka,2,East London,"Dec 18, 1994",Sri Lanka,South Africa,Neutral,Neutral,First,Second,1994
966,New Zealand,Pakistan,2,East London,"Dec 19, 1994",Pakistan,South Africa,Neutral,Neutral,First,Second,1994
967,South Africa,Sri Lanka,1,Port Elizabeth,"Dec 21, 1994",South Africa,South Africa,Home,Away,First,Second,1994
968,England,Zimbabwe,1,Brisbane,"Jan 7, 1995",England,Australia,Neutral,Neutral,First,Second,1995
969,Australia,England,1,Melbourne,"Jan 10, 1995",England,Australia,Home,Away,Second,First,1995
970,South Africa,Pakistan,1,Cape Town,"Jan 10, 1995",South Africa,South Africa,Home,Away,First,Second,1995
971,South Africa,Pakistan,1,Johannesburg,"Jan 12, 1995",South Africa,South Africa,Home,Away,First,Second,1995
972,New Zealand,West Indies,1,Auckland,"Jan 22, 1995",West Indies,New Zealand,Home,Away,Second,First,1995
973,New Zealand,West Indies,1,Wellington,"Jan 25, 1995",West Indies,New Zealand,Home,Away,Second,First,1995
974,New Zealand,West Indies,2,Christchurch,"Jan 28, 1995",West Indies,New Zealand,Home,Away,First,Second,1995
975,Australia,South Africa,2,Wellington,"Feb 15, 1995",Australia,New Zealand,Neutral,Neutral,Second,First,1995
976,New Zealand,India,2,Napier,"Feb 16, 1995",New Zealand,New Zealand,Home,Away,Second,First,1995
977,India,South Africa,1,Hamilton,"Feb 18, 1995",South Africa,New Zealand,Neutral,Neutral,Second,First,1995
978,New Zealand,Australia,1,Auckland,"Feb 19, 1995",Australia,New Zealand,Home,Away,Second,First,1995
979,Australia,India,2,Dunedin,"Feb 22, 1995",India,New Zealand,Neutral,Neutral,First,Second,1995
981,New Zealand,South Africa,1,Christchurch,"Feb 23-24, 1995",New Zealand,New Zealand,Home,Away,First,Second,1995
982,Zimbabwe,Pakistan,2,Harare,"Feb 25, 1995",Pakistan,Zimbabwe,Home,Away,First,Second,1995
983,New Zealand,Australia,2,Auckland,"Feb 26, 1995",Australia,New Zealand,Home,Away,First,Second,1995
984,Zimbabwe,Pakistan,1,Harare,"Feb 26, 1995",Zimbabwe,Zimbabwe,Home,Away,First,Second,1995
985,West Indies,Australia,1,Bridgetown,"Mar 8, 1995",West Indies,West Indies,Home,Away,First,Second,1995
986,West Indies,Australia,1,Port of Spain,"Mar 11, 1995",Australia,West Indies,Home,Away,Second,First,1995
987,West Indies,Australia,1,Port of Spain,"Mar 12, 1995",West Indies,West Indies,Home,Away,First,Second,1995
988,West Indies,Australia,2,Kingstown,"Mar 15, 1995",West Indies,West Indies,Home,Away,Second,First,1995
989,West Indies,Australia,2,Georgetown,"Mar 18, 1995",West Indies,West Indies,Home,Away,Second,First,1995
990,New Zealand,Sri Lanka,1,Christchurch,"Mar 26, 1995",New Zealand,New Zealand,Home,Away,First,Second,1995
991,New Zealand,Sri Lanka,1,Hamilton,"Mar 29, 1995",New Zealand,New Zealand,Home,Away,First,Second,1995
992,New Zealand,Sri Lanka,1,Auckland,"Apr 1, 1995",Sri Lanka,New Zealand,Home,Away,Second,First,1995
993,Bangladesh,India,2,Sharjah,"Apr 5, 1995",India,U.A.E.,Neutral,Neutral,First,Second,1995
994,Bangladesh,Sri Lanka,1,Sharjah,"Apr 6, 1995",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,1995
995,India,Pakistan,1,Sharjah,"Apr 7, 1995",Pakistan,U.A.E.,Neutral,Neutral,Second,First,1995
996,Bangladesh,Pakistan,2,Sharjah,"Apr 8, 1995",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1995
997,India,Sri Lanka,2,Sharjah,"Apr 9, 1995",India,U.A.E.,Neutral,Neutral,Second,First,1995
998,Pakistan,Sri Lanka,2,Sharjah,"Apr 11, 1995",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,1995
999,India,Sri Lanka,2,Sharjah,"Apr 14, 1995",India,U.A.E.,Neutral,Neutral,Second,First,1995
1000,England,West Indies,2,Nottingham,"May 24-25, 1995",West Indies,England,Home,Away,First,Second,1995
1001,England,West Indies,1,The Oval,"May 26, 1995",England,England,Home,Away,First,Second,1995
1002,England,West Indies,1,Lord's,"May 28, 1995",England,England,Home,Away,First,Second,1995
1003,Pakistan,Sri Lanka,2,Gujranwala,"Sep 29, 1995",Pakistan,Pakistan,Home,Away,Second,First,1995
1004,Pakistan,Sri Lanka,1,Faisalabad,"Oct 1, 1995",Sri Lanka,Pakistan,Home,Away,Second,First,1995
1005,Pakistan,Sri Lanka,2,Rawalpindi,"Oct 3, 1995",Sri Lanka,Pakistan,Home,Away,First,Second,1995
1006,Sri Lanka,West Indies,1,Sharjah,"Oct 11, 1995",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,1995
1007,Pakistan,Sri Lanka,1,Sharjah,"Oct 12, 1995",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1995
1008,Pakistan,West Indies,1,Sharjah,"Oct 13, 1995",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1995
1009,Pakistan,West Indies,2,Sharjah,"Oct 15, 1995",West Indies,U.A.E.,Neutral,Neutral,First,Second,1995
1010,Sri Lanka,West Indies,1,Sharjah,"Oct 16, 1995",West Indies,U.A.E.,Neutral,Neutral,Second,First,1995
1011,Pakistan,Sri Lanka,2,Sharjah,"Oct 17, 1995",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,1995
1012,Sri Lanka,West Indies,1,Sharjah,"Oct 20, 1995",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,1995
1013,Zimbabwe,South Africa,1,Harare,"Oct 21, 1995",South Africa,Zimbabwe,Home,Away,Second,First,1995
1014,Zimbabwe,South Africa,1,Harare,"Oct 22, 1995",South Africa,Zimbabwe,Home,Away,Second,First,1995
1015,India,New Zealand,2,Jamshedpur,"Nov 15, 1995",New Zealand,India,Home,Away,First,Second,1995
1016,India,New Zealand,2,Amritsar,"Nov 18, 1995",India,India,Home,Away,Second,First,1995
1017,India,New Zealand,2,Pune,"Nov 24, 1995",India,India,Home,Away,Second,First,1995
1018,India,New Zealand,1,Nagpur,"Nov 26, 1995",New Zealand,India,Home,Away,Second,First,1995
1019,India,New Zealand,2,Mumbai,"Nov 29, 1995",India,India,Home,Away,Second,First,1995
1020,New Zealand,Pakistan,1,Dunedin,"Dec 15, 1995",Pakistan,New Zealand,Home,Away,Second,First,1995
1021,Sri Lanka,West Indies,2,Adelaide,"Dec 15, 1995",Sri Lanka,Australia,Neutral,Neutral,Second,First,1995
1022,New Zealand,Pakistan,2,Christchurch,"Dec 17, 1995",New Zealand,New Zealand,Home,Away,Second,First,1995
1023,Australia,West Indies,1,Adelaide,"Dec 17, 1995",Australia,Australia,Home,Away,First,Second,1995
1024,Australia,West Indies,1,Melbourne,"Dec 19, 1995",Australia,Australia,Home,Away,First,Second,1995
1025,New Zealand,Pakistan,1,Wellington,"Dec 20, 1995",Pakistan,New Zealand,Home,Away,Second,First,1995
1026,Australia,Sri Lanka,2,Sydney,"Dec 21, 1995",Australia,Australia,Home,Away,Second,First,1995
1027,New Zealand,Pakistan,1,Auckland,"Dec 23, 1995",New Zealand,New Zealand,Home,Away,First,Second,1995
1028,Australia,West Indies,2,Sydney,"Jan 1, 1996",Australia,Australia,Home,Away,Second,First,1996
1029,Sri Lanka,West Indies,1,Hobart,"Jan 3, 1996",West Indies,Australia,Neutral,Neutral,Second,First,1996
1030,Sri Lanka,West Indies,2,Brisbane,"Jan 5, 1996",West Indies,Australia,Neutral,Neutral,First,Second,1996
1031,Australia,West Indies,1,Brisbane,"Jan 7, 1996",West Indies,Australia,Home,Away,Second,First,1996
1032,Australia,Sri Lanka,2,Melbourne,"Jan 9, 1996",Sri Lanka,Australia,Home,Away,First,Second,1996
1033,South Africa,England,1,Cape Town,"Jan 9, 1996",South Africa,South Africa,Home,Away,First,Second,1996
1034,South Africa,England,2,Bloemfontein,"Jan 11, 1996",England,South Africa,Home,Away,First,Second,1996
1035,Australia,Sri Lanka,1,Perth,"Jan 12, 1996",Australia,Australia,Home,Away,First,Second,1996
1036,South Africa,England,2,Johannesburg,"Jan 13, 1996",South Africa,South Africa,Home,Away,Second,First,1996
1037,Sri Lanka,West Indies,1,Perth,"Jan 14, 1996",Sri Lanka,Australia,Neutral,Neutral,First,Second,1996
1038,South Africa,England,2,Centurion,"Jan 14, 1996",South Africa,South Africa,Home,Away,Second,First,1996
1039,Australia,Sri Lanka,2,Melbourne,"Jan 16, 1996",Sri Lanka,Australia,Home,Away,First,Second,1996
1040,South Africa,England,2,Durban,"Jan 17, 1996",South Africa,South Africa,Home,Away,Second,First,1996
1041,Australia,Sri Lanka,1,Melbourne,"Jan 18, 1996",Australia,Australia,Home,Away,First,Second,1996
1042,South Africa,England,1,East London,"Jan 19, 1996",South Africa,South Africa,Home,Away,First,Second,1996
1043,Australia,Sri Lanka,1,Sydney,"Jan 20, 1996",Australia,Australia,Home,Away,First,Second,1996
1044,South Africa,England,1,Port Elizabeth,"Jan 21, 1996",South Africa,South Africa,Home,Away,First,Second,1996
1045,New Zealand,Zimbabwe,1,Auckland,"Jan 28, 1996",New Zealand,New Zealand,Home,Away,First,Second,1996
1046,New Zealand,Zimbabwe,2,Wellington,"Jan 31, 1996",New Zealand,New Zealand,Home,Away,Second,First,1996
1047,New Zealand,Zimbabwe,1,Napier,"Feb 3, 1996",Zimbabwe,New Zealand,Home,Away,Second,First,1996
1048,England,New Zealand,1,Ahmedabad,"Feb 14, 1996",New Zealand,India,Neutral,Neutral,Second,First,1996
1049,South Africa,U.A.E.,1,Rawalpindi,"Feb 16, 1996",South Africa,Pakistan,Neutral,Neutral,First,Second,1996
1050,West Indies,Zimbabwe,2,Hyderabad,"Feb 16, 1996",West Indies,India,Neutral,Neutral,Second,First,1996
1051,Netherlands,New Zealand,1,Vadodara,"Feb 17, 1996",New Zealand,India,Neutral,Neutral,Second,First,1996
1052,India,Kenya,2,Cuttack,"Feb 18, 1996",India,India,Home,Away,Second,First,1996
1053,England,U.A.E.,2,Peshawar,"Feb 18, 1996",England,Pakistan,Neutral,Neutral,Second,First,1996
1054,New Zealand,South Africa,2,Faisalabad,"Feb 20, 1996",South Africa,Pakistan,Neutral,Neutral,First,Second,1996
1055,Sri Lanka,Zimbabwe,2,Colombo,"Feb 21, 1996",Sri Lanka,Sri Lanka,Home,Away,Second,First,1996
1056,India,West Indies,2,Gwalior,"Feb 21, 1996",India,India,Home,Away,Second,First,1996
1057,England,Netherlands,1,Peshawar,"Feb 22, 1996",England,Pakistan,Neutral,Neutral,First,Second,1996
1058,Australia,Kenya,1,Visakhapatnam,"Feb 23, 1996",Australia,India,Neutral,Neutral,First,Second,1996
1059,Pakistan,U.A.E.,2,Gujranwala,"Feb 24, 1996",Pakistan,Pakistan,Home,Away,Second,First,1996
1060,England,South Africa,1,Rawalpindi,"Feb 25, 1996",South Africa,Pakistan,Neutral,Neutral,Second,First,1996
1062,Pakistan,Netherlands,2,Lahore,"Feb 26, 1996",Pakistan,Pakistan,Home,Away,Second,First,1996
1063,Kenya,Zimbabwe,2,Patna,"Feb 27, 1996",Zimbabwe,India,Neutral,Neutral,First,Second,1996
1064,New Zealand,U.A.E.,1,Faisalabad,"Feb 27, 1996",New Zealand,Pakistan,Neutral,Neutral,First,Second,1996
1065,India,Australia,1,Mumbai,"Feb 27, 1996",Australia,India,Home,Away,Second,First,1996
1066,Kenya,West Indies,1,Pune,"Feb 29, 1996",Kenya,India,Neutral,Neutral,First,Second,1996
1067,Pakistan,South Africa,2,Karachi,"Feb 29, 1996",South Africa,Pakistan,Home,Away,First,Second,1996
1068,Australia,Zimbabwe,2,Nagpur,"Mar 1, 1996",Australia,India,Neutral,Neutral,Second,First,1996
1069,Netherlands,U.A.E.,2,Lahore,"Mar 1, 1996",U.A.E.,Pakistan,Neutral,Neutral,First,Second,1996
1070,India,Sri Lanka,2,Delhi,"Mar 2, 1996",Sri Lanka,India,Home,Away,First,Second,1996
1071,Pakistan,England,2,Karachi,"Mar 3, 1996",Pakistan,Pakistan,Home,Away,Second,First,1996
1072,Australia,West Indies,2,Jaipur,"Mar 4, 1996",West Indies,India,Neutral,Neutral,First,Second,1996
1073,Netherlands,South Africa,1,Rawalpindi,"Mar 5, 1996",South Africa,Pakistan,Neutral,Neutral,Second,First,1996
1075,India,Zimbabwe,1,Kanpur,"Mar 6, 1996",India,India,Home,Away,First,Second,1996
1074,Sri Lanka,Kenya,1,Kandy,"Mar 6, 1996",Sri Lanka,Sri Lanka,Home,Away,First,Second,1996
1076,Pakistan,New Zealand,1,Lahore,"Mar 6, 1996",Pakistan,Pakistan,Home,Away,First,Second,1996
1077,England,Sri Lanka,2,Faisalabad,"Mar 9, 1996",Sri Lanka,Pakistan,Neutral,Neutral,First,Second,1996
1078,India,Pakistan,1,Bengaluru,"Mar 9, 1996",India,India,Home,Away,First,Second,1996
1079,South Africa,West Indies,1,Karachi,"Mar 11, 1996",West Indies,Pakistan,Neutral,Neutral,Second,First,1996
1080,Australia,New Zealand,2,Chennai,"Mar 11, 1996",Australia,India,Neutral,Neutral,Second,First,1996
1082,Australia,West Indies,1,Mohali,"Mar 14, 1996",Australia,,Neutral,Neutral,First,Second,1996
1083,Australia,Sri Lanka,2,Lahore,"Mar 17, 1996",Sri Lanka,Pakistan,Neutral,Neutral,First,Second,1996
1084,West Indies,New Zealand,2,Kingston,"Mar 26, 1996",West Indies,West Indies,Home,Away,Second,First,1996
1085,West Indies,New Zealand,2,Port of Spain,"Mar 29, 1996",New Zealand,West Indies,Home,Away,First,Second,1996
1086,West Indies,New Zealand,2,Port of Spain,"Mar 30, 1996",West Indies,West Indies,Home,Away,Second,First,1996
1088,Pakistan,Sri Lanka,1,Singapore,"Apr 2, 1996",Sri Lanka,,Neutral,Neutral,Second,First,1996
1089,India,Sri Lanka,1,Singapore,"Apr 3, 1996",India,,Neutral,Neutral,First,Second,1996
1090,West Indies,New Zealand,1,Georgetown,"Apr 3, 1996",New Zealand,West Indies,Home,Away,Second,First,1996
1091,India,Pakistan,2,Singapore,"Apr 5, 1996",Pakistan,,Neutral,Neutral,First,Second,1996
1092,West Indies,New Zealand,2,Kingstown,"Apr 6, 1996",West Indies,West Indies,Home,Away,Second,First,1996
1093,Pakistan,Sri Lanka,1,Singapore,"Apr 7, 1996",Pakistan,,Neutral,Neutral,First,Second,1996
1094,India,Pakistan,1,Sharjah,"Apr 12, 1996",Pakistan,U.A.E.,Neutral,Neutral,Second,First,1996
1095,Pakistan,South Africa,1,Sharjah,"Apr 13, 1996",South Africa,U.A.E.,Neutral,Neutral,Second,First,1996
1096,West Indies,Sri Lanka,1,Port of Spain,"Apr 13, 1996",Sri Lanka,West Indies,Home,Away,Second,First,1996
1097,India,South Africa,1,Sharjah,"Apr 14, 1996",South Africa,U.A.E.,Neutral,Neutral,Second,First,1996
1098,India,Pakistan,1,Sharjah,"Apr 15, 1996",India,U.A.E.,Neutral,Neutral,First,Second,1996
1099,Pakistan,South Africa,2,Sharjah,"Apr 16, 1996",South Africa,U.A.E.,Neutral,Neutral,First,Second,1996
1100,India,South Africa,2,Sharjah,"Apr 17, 1996",South Africa,U.A.E.,Neutral,Neutral,First,Second,1996
1101,India,South Africa,1,Sharjah,"Apr 19, 1996",South Africa,U.A.E.,Neutral,Neutral,Second,First,1996
1103,England,India,2,Leeds,"May 25, 1996",England,England,Home,Away,Second,First,1996
1104,England,India,2,Manchester,"May 26-27, 1996",England,England,Home,Away,Second,First,1996
1105,Australia,Zimbabwe,1,Colombo,"Aug 26, 1996",Australia,Sri Lanka,Neutral,Neutral,First,Second,1996
1106,Sri Lanka,India,2,Colombo,"Aug 28, 1996",Sri Lanka,Sri Lanka,Home,Away,Second,First,1996
1107,England,Pakistan,2,Manchester,"Aug 29, 1996",England,England,Home,Away,Second,First,1996
1108,Sri Lanka,Australia,2,Colombo,"Aug 30, 1996",Sri Lanka,Sri Lanka,Home,Away,Second,First,1996
1109,England,Pakistan,1,Birmingham,"Aug 31, 1996",England,England,Home,Away,First,Second,1996
1110,India,Zimbabwe,2,Colombo,"Sep 1, 1996",India,Sri Lanka,Neutral,Neutral,Second,First,1996
1111,England,Pakistan,2,Nottingham,"Sep 1, 1996",Pakistan,England,Home,Away,First,Second,1996
1112,Sri Lanka,Zimbabwe,2,Colombo,"Sep 3, 1996",Sri Lanka,Sri Lanka,Home,Away,Second,First,1996
1113,Australia,India,2,Colombo,"Sep 6, 1996",Australia,Sri Lanka,Neutral,Neutral,Second,First,1996
1114,Sri Lanka,Australia,1,Colombo,"Sep 7, 1996",Sri Lanka,Sri Lanka,Home,Away,First,Second,1996
1115,India,Pakistan,2,Toronto,"Sep 16, 1996",India,Canada,Neutral,Neutral,Second,First,1996
1116,India,Pakistan,2,Toronto,"Sep 17, 1996",Pakistan,Canada,Neutral,Neutral,First,Second,1996
1117,India,Pakistan,1,Toronto,"Sep 18, 1996",India,Canada,Neutral,Neutral,First,Second,1996
1118,India,Pakistan,1,Toronto,"Sep 21, 1996",Pakistan,Canada,Neutral,Neutral,Second,First,1996
1119,India,Pakistan,1,Toronto,"Sep 23, 1996",Pakistan,Canada,Neutral,Neutral,Second,First,1996
1120,Kenya,Sri Lanka,2,Nairobi,"Sep 28, 1996",Sri Lanka,Kenya,Home,Away,First,Second,1996
1121,Pakistan,South Africa,1,Nairobi,"Sep 29, 1996",South Africa,Kenya,Neutral,Neutral,Second,First,1996
1122,South Africa,Sri Lanka,2,Nairobi,"Oct 1, 1996",Sri Lanka,Kenya,Neutral,Neutral,First,Second,1996
1123,Kenya,Pakistan,2,Nairobi,"Oct 2, 1996",Pakistan,Kenya,Home,Away,First,Second,1996
1124,Kenya,South Africa,1,Nairobi,"Oct 3, 1996",South Africa,Kenya,Home,Away,Second,First,1996
1125,Pakistan,Sri Lanka,1,Nairobi,"Oct 4, 1996",Pakistan,Kenya,Neutral,Neutral,First,Second,1996
1126,Pakistan,South Africa,2,Nairobi,"Oct 6, 1996",South Africa,Kenya,Neutral,Neutral,First,Second,1996
1127,India,South Africa,1,Hyderabad,"Oct 17, 1996",South Africa,India,Home,Away,Second,First,1996
1128,Australia,South Africa,2,Indore,"Oct 19, 1996",South Africa,India,Neutral,Neutral,First,Second,1996
1129,India,Australia,2,Bengaluru,"Oct 21, 1996",India,India,Home,Away,Second,First,1996
1130,India,South Africa,1,Jaipur,"Oct 23, 1996",South Africa,India,Home,Away,Second,First,1996
1131,Australia,South Africa,2,Faridabad,"Oct 25, 1996",South Africa,India,Neutral,Neutral,First,Second,1996
1132,India,South Africa,2,Rajkot,"Oct 29, 1996",South Africa,India,Home,Away,First,Second,1996
1133,Pakistan,Zimbabwe,2,Quetta,"Oct 30, 1996",Pakistan,Pakistan,Home,Away,Second,First,1996
1134,Australia,South Africa,2,Guwahati,"Nov 1, 1996",South Africa,India,Neutral,Neutral,First,Second,1996
1135,Pakistan,Zimbabwe,2,Lahore,"Nov 1, 1996",Pakistan,Pakistan,Home,Away,Second,First,1996
1136,Pakistan,Zimbabwe,1,Peshawar,"Nov 3, 1996",Pakistan,Pakistan,Home,Away,First,Second,1996
1137,India,Australia,1,Mohali,"Nov 3, 1996",India,,Neutral,Neutral,First,Second,1996
1138,India,South Africa,1,Mumbai,"Nov 6, 1996",India,India,Home,Away,First,Second,1996
1139,New Zealand,Sri Lanka,1,Sharjah,"Nov 7, 1996",New Zealand,U.A.E.,Neutral,Neutral,First,Second,1996
1140,Pakistan,Sri Lanka,1,Sharjah,"Nov 8, 1996",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,1996
1141,New Zealand,Pakistan,2,Sharjah,"Nov 10, 1996",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1996
1143,Pakistan,Sri Lanka,2,Sharjah,"Nov 12, 1996",Pakistan,U.A.E.,Neutral,Neutral,Second,First,1996
1144,New Zealand,Pakistan,2,Sharjah,"Nov 13, 1996",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1996
1145,New Zealand,Pakistan,1,Sharjah,"Nov 15, 1996",Pakistan,U.A.E.,Neutral,Neutral,Second,First,1996
1146,Pakistan,New Zealand,1,Gujranwala,"Dec 4, 1996",Pakistan,Pakistan,Home,Away,First,Second,1996
1147,Australia,West Indies,2,Melbourne,"Dec 6, 1996",Australia,Australia,Home,Away,Second,First,1996
1148,Pakistan,New Zealand,1,Sialkot,"Dec 6, 1996",Pakistan,Pakistan,Home,Away,First,Second,1996
1149,Australia,West Indies,2,Sydney,"Dec 8, 1996",Australia,Australia,Home,Away,Second,First,1996
1150,Pakistan,New Zealand,2,Karachi,"Dec 8, 1996",New Zealand,Pakistan,Home,Away,First,Second,1996
1151,India,South Africa,1,Mumbai,"Dec 14, 1996",India,India,Home,Away,First,Second,1996
1152,Australia,Pakistan,1,Adelaide,"Dec 15, 1996",Pakistan,Australia,Home,Away,Second,First,1996
1153,Zimbabwe,England,2,Bulawayo,"Dec 15, 1996",Zimbabwe,Zimbabwe,Home,Away,Second,First,1996
1154,Pakistan,West Indies,2,Adelaide,"Dec 17, 1996",West Indies,Australia,Neutral,Neutral,First,Second,1996
1155,Australia,Pakistan,2,Sydney,"Jan 1, 1997",Pakistan,Australia,Home,Away,First,Second,1997
1156,Zimbabwe,England,1,Harare,"Jan 1, 1997",Zimbabwe,Zimbabwe,Home,Away,First,Second,1997
1157,Pakistan,West Indies,2,Brisbane,"Jan 3, 1997",West Indies,Australia,Neutral,Neutral,First,Second,1997
1158,Zimbabwe,England,1,Harare,"Jan 3, 1997",Zimbabwe,Zimbabwe,Home,Away,First,Second,1997
1159,Australia,West Indies,2,Brisbane,"Jan 5, 1997",West Indies,Australia,Home,Away,First,Second,1997
1160,Australia,Pakistan,1,Hobart,"Jan 7, 1997",Pakistan,Australia,Home,Away,Second,First,1997
1161,Pakistan,West Indies,2,Perth,"Jan 10, 1997",West Indies,Australia,Neutral,Neutral,First,Second,1997
1162,Australia,West Indies,2,Perth,"Jan 12, 1997",West Indies,Australia,Home,Away,First,Second,1997
1163,Pakistan,West Indies,2,Sydney,"Jan 14, 1997",Pakistan,Australia,Neutral,Neutral,Second,First,1997
1164,Australia,Pakistan,2,Melbourne,"Jan 16, 1997",Australia,Australia,Home,Away,Second,First,1997
1165,Pakistan,West Indies,2,Sydney,"Jan 18, 1997",Pakistan,Australia,Neutral,Neutral,Second,First,1997
1166,Pakistan,West Indies,1,Melbourne,"Jan 20, 1997",Pakistan,Australia,Neutral,Neutral,First,Second,1997
1167,South Africa,India,1,Bloemfontein,"Jan 23, 1997",South Africa,South Africa,Home,Away,First,Second,1997
1168,South Africa,Zimbabwe,2,Centurion,"Jan 25, 1997",South Africa,South Africa,Home,Away,Second,First,1997
1170,South Africa,Zimbabwe,2,Cape Town,"Jan 29, 1997",South Africa,South Africa,Home,Away,Second,First,1997
1171,South Africa,Zimbabwe,2,Johannesburg,"Jan 31, 1997",South Africa,South Africa,Home,Away,Second,First,1997
1172,South Africa,India,2,Port Elizabeth,"Feb 2, 1997",South Africa,South Africa,Home,Away,Second,First,1997
1173,South Africa,India,2,East London,"Feb 4, 1997",South Africa,South Africa,Home,Away,Second,First,1997
1174,India,Zimbabwe,2,Centurion,"Feb 7, 1997",Zimbabwe,South Africa,Neutral,Neutral,First,Second,1997
1175,India,Zimbabwe,2,Benoni,"Feb 9, 1997",India,South Africa,Neutral,Neutral,Second,First,1997
1177,South Africa,India,1,Durban,"Feb 13, 1997",South Africa,South Africa,Home,Away,First,Second,1997
1178,Zimbabwe,India,2,Bulawayo,"Feb 15, 1997",Zimbabwe,Zimbabwe,Home,Away,Second,First,1997
1179,New Zealand,England,2,Christchurch,"Feb 20, 1997",England,New Zealand,Home,Away,First,Second,1997
1180,New Zealand,England,2,Auckland,"Feb 23, 1997",England,New Zealand,Home,Away,First,Second,1997
1182,New Zealand,England,1,Auckland,"Mar 2, 1997",New Zealand,New Zealand,Home,Away,First,Second,1997
1183,New Zealand,England,1,Wellington,"Mar 4, 1997",New Zealand,New Zealand,Home,Away,First,Second,1997
1184,New Zealand,Sri Lanka,2,Christchurch,"Mar 25, 1997",Sri Lanka,New Zealand,Home,Away,First,Second,1997
1185,New Zealand,Sri Lanka,1,Wellington,"Mar 27, 1997",New Zealand,New Zealand,Home,Away,First,Second,1997
1186,South Africa,Australia,2,East London,"Mar 29, 1997",South Africa,South Africa,Home,Away,Second,First,1997
1187,South Africa,Australia,2,Port Elizabeth,"Mar 31, 1997",Australia,South Africa,Home,Away,First,Second,1997
1188,South Africa,Australia,1,Cape Town,"Apr 2, 1997",South Africa,South Africa,Home,Away,First,Second,1997
1189,Sri Lanka,Zimbabwe,2,Sharjah,"Apr 3, 1997",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,1997
1190,Pakistan,Sri Lanka,1,Sharjah,"Apr 4, 1997",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,1997
1191,South Africa,Australia,1,Durban,"Apr 5, 1997",Australia,South Africa,Home,Away,Second,First,1997
1192,Pakistan,Zimbabwe,1,Sharjah,"Apr 6, 1997",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1997
1193,Pakistan,Sri Lanka,1,Sharjah,"Apr 7, 1997",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First,1997
1194,Sri Lanka,Zimbabwe,1,Sharjah,"Apr 8, 1997",Zimbabwe,U.A.E.,Neutral,Neutral,Second,First,1997
1195,South Africa,Australia,1,Johannesburg,"Apr 8, 1997",Australia,South Africa,Home,Away,Second,First,1997
1196,Pakistan,Zimbabwe,1,Sharjah,"Apr 9, 1997",Pakistan,U.A.E.,Neutral,Neutral,First,Second,1997
1197,South Africa,Australia,2,Centurion,"Apr 10, 1997",Australia,South Africa,Home,Away,First,Second,1997
1198,Pakistan,Sri Lanka,2,Sharjah,"Apr 11, 1997",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,1997
1199,South Africa,Australia,1,Bloemfontein,"Apr 13, 1997",South Africa,South Africa,Home,Away,First,Second,1997
1200,West Indies,India,2,Port of Spain,"Apr 26, 1997",West Indies,West Indies,Home,Away,Second,First,1997
1201,West Indies,India,2,Port of Spain,"Apr 27, 1997",India,West Indies,Home,Away,First,Second,1997
1202,West Indies,India,1,Kingstown,"Apr 30, 1997",West Indies,West Indies,Home,Away,First,Second,1997
1203,West Indies,India,2,Bridgetown,"May 3, 1997",West Indies,West Indies,Home,Away,Second,First,1997
